Iah,Tsiunn,Ho,Hanji,Lomaji,Huagi
56,十一思想行為,44,"咱著愛綴會著社會的改變,毋通傷古板。","Lán tioh-ài tuè ē tioh siā-huē ê kái-piàn, m̄-thang siunn kóo-pán.","華 我們要跟得上社會的改變,不要太古板。"
56,十一思想行為,45,"你這个人予人看現現矣,閣講嘛無效矣。","Lí tsit ê lâng hōo lâng khuànn-hiān-hiān--ah, koh kóng mā bô-hāu--ah.","華 你這個人的為人大家都清楚明白了,你再說什麼都沒有用了。"
56,十一思想行為,46,"這馬下勻的少年人,想法佮阮往過攏無仝。","Tsit-má ē-ûn ê siàu-liân-lâng, siūnn-huat kah guán íng-kuè lóng bô-kāng.","華 現在小一輩的年輕人,想法和我們以往都不同。"
56,十一思想行為,47,"伊講話誠歹聲嗽,予人聽著心肝頭袂爽快。","I kóng-uē tsiânn pháinn-siann-sàu, hōo lâng thiann tioh sim-kuann-thâu bē sóng-khuài.","華 他說話口氣很粗暴,讓人聽了心裡不舒服。"
58,十二時間空間,01,伊真捷來阮兜。,I tsin tsiap lâi guán tau.,華 他常常來我家。
58,十二時間空間,02,下暗伊愛輪班。,E-àm i ài lûn-pan.,華 晚上他要輪值。
58,十二時間空間,03,我昨暝做甲翻點。,Guá tsa-mê tsò kah huan-tiám.,華 我昨晚做到超過半夜。
58,十二時間空間,04,伊規年迵天攏佇國外。,I kui-nî-thàng-thinn lóng tī kok-guā.,華 他一整年都在國外。
58,十二時間空間,05,這台車已經載盡磅矣。,Tsit tâi tshia í-king tsài tsīn-pōng--ah.,華 這部車子已經滿載了。
58,十二時間空間,06,囝已經失蹤幾若冬矣。,In kiánn í-king sit-tsong kuí-nā tang--ah.,華 他兒子已經失蹤好幾年了。
58,十二時間空間,07,我去予電梯門挾佇中央。,Guá khì hōo tiān-thui mn̂g ngeh tī tiong-ng.,華 我被電梯門夾在中間。
60,十三動物植物,01,頭毛菜誠輕秤。,Thâu-mn̂g-tshài tsiânn khin-tshìn.,"華 髮菜的體積看起來好像很大,其實重量很輕。"
60,十三動物植物,02,這个六月冬稻仔誠飽穗。,Tsit ê lak-gueh-tang tiū-á tsiânn pá-suī.,華 今年第一期稻作稻穀很飽滿。
60,十三動物植物,03,這欉樹仔有三尋大。,Tsit tsâng tshiū-á ū sann siâm tuā.,華 這棵樹有三個人合抱那麼大。
60,十三動物植物,04,有的樹仔毋免落肥。,Ū-ê tshiū-á m̄-bián loh-puî.,華 有的樹木不需要施肥。
60,十三動物植物,05,花莓一蕊一蕊攏開矣。,Hue-m̂ tsit-luí-tsit-luí lóng khui--ah.,華 花苞一朵朵都開了。
60,十三動物植物,06,我用手欱著一隻蝶仔。,Guá īng tshiú hap tioh tsit tsiah iah-á.,華 我用手撲到一隻蝴蝶。
60,十三動物植物,07,燕仔飛來飛去咧做岫。,Ìnn-á pue lâi pue khì teh tsò siū.,華 燕子飛來飛去地在築巢。
62,十四教育文化,01,歹囝串飼爸。,Pháinn kiánn tshuàn tshī pē.,"華 表面上最不爭氣的孩子,最後往往承擔了奉養父母的責任。"
62,十四教育文化,02,大格雞慢啼。,Tuā-keh ke bān thî.,華 體型較大的雞會比其他的雞來得晚發聲啼叫。也就是大器晚成的意思。
62,十四教育文化,03,伊去廟裡拈香。,I khì biō--lí liam-hiunn.,華 他到廟裡上香。
62,十四教育文化,04,無禁無忌食百二。,Bô-kìm-bô-khī tsiah pah-jī.,"華 百無禁忌,反而活得長壽。"
62,十四教育文化,05,的親事講袂成。,In ê tshin-sū kóng bē sîng.,華 他們的婚事談不妥。
62,十四教育文化,06,我來去共你講親情。,Guá lâi-khì kā lí kóng-tshin-tsiânn.,華 我去為你說媒。
62,十四教育文化,07,好朋友著愛破腹相見。,Hó pîng-iú tioh-ài phuà-pak sann-kìnn.,華 好朋友就要真誠相對。
64,十四教育文化,15,"你口試講甲離離落落,一定考袂牢。","Lí kháu-tshì kóng kah li-li-lak-lak, it-tīng khó bē tiâu.","華 你口試回答得零零落落,一定考不上。"
64,十四教育文化,16,"若無經過這擺的考驗,你永遠袂出脫。","Nā-bô king-kuè tsit pái ê khó-giām, lí íng-uán bē tshut-thuat.","華 如果沒有經過這次的考驗,你永遠不會出頭天。"
64,十四教育文化,17,"為著欲幫助彼个囡仔,伊四界去題緣。","Uī-tioh beh pang-tsōo hit ê gín-á, i sì-kè khì tê-iân.","華 為了幫助那個小孩,他四處去募款。"
64,十四教育文化,18,"食雞,會起家;食鰇魚,生囡仔好育飼。","Tsiah ke, ē khí-ke; tsiah jiû-hî, senn gín-á hó io-tshī.","華 吃雞肉好成家立業;吃鰇魚,生了孩子可以順利長大,無病無痛。為喜慶、圍爐在食用菜餚時的吉祥話。"
64,十四教育文化,19,"伊下性命走,想欲趕著車幫。","I hē-sènn-miā tsáu, siūnn-beh kuánn tioh tshia-pan.","華 他拚命的跑,想趕上車班。"
64,十四教育文化,20,"訂婚彼工,老母就提一跤金手環欲去送定。","Tīng-hun hit kang, in lāu-bú tō theh tsit kha kim tshiú-khuân beh khì sàng-tiānn.","華 訂婚那天,他媽媽就拿了一只金手鐲要去當憑證。"
66,十五經濟用度,08,趁有夠本就好收擔矣。,Thàn ū-kàu-pún tō hó siu-tànn--ah.,華 賺夠本就可以收攤了。
66,十五經濟用度,09,伊最近過了有較伸勻矣。,I tsuè-kīn kuè liáu ū khah tshun-ûn--ah.,華 他最近過得比較寬裕了。
66,十五經濟用度,10,伊怨妒別人比伊較好額。,I uàn-tòo pat-lâng pí i khah hó-giah.,華 他嫉妒別人比他有錢。
66,十五經濟用度,11,"生理歹做,無放數嘛袂使。","Sing-lí pháinn tsò, bô pàng-siàu mā bē-sái.","華 生意不好經營,不掛帳賒賣也不行。"
66,十五經濟用度,12,今仔日水果敗價敗甲誠慘。,Kin-á-jit tsuí-kó pāi-kè pāi kah tsiânn tshám.,華 今天水果跌價跌得很慘。
66,十五經濟用度,13,"這物件閣新新,真好脫手。","Tse mih-kiānn koh sin-sin, tsin hó thuat-tshiú.","華 這東西還蠻新的,很容易轉手。"
66,十五經濟用度,14,規公司的代誌攏是伊咧摠頭。,Kui kong-si ê tāi-tsì lóng sī i teh tsáng-thâu.,華 整間公司的事務都是由他總攬。
68,十五經濟用度,21,"這本冊一千箍無人買,落尾手七百箍賣出去。","Tsit pún tsheh tsit tshing khoo bô lâng bé, loh-bué-tshiú tshit pah khoo bē--tshut-khì.","華 這本書一千元沒人買,最後以七百元賣掉。"
68,十五經濟用度,22,"這陣的股票市草誠好,伊攢兩百萬,存範欲大抐一下。","Tsit-tsūn ê kóo-phiò tshī-tsháu tsiânn hó, i tshuân nn̄g-pah bān, tshûn-pān beh tuā lā--tsit-ē.","華 這陣子的股票市況很好,他準備了兩百萬,打算要大幹一場。"
70,十六醫療健康,08,這帖藥仔會用得去傷解鬱。,Tsit thiap ioh-á ē-īng-tit khì-siong-kái-ut.,華 這帖藥可以解除血氣鬱結。
70,十六醫療健康,09,"伊真荏身,磕袂著就破病。","I tsin lám-sin, khap-bē-tioh tō phuà-pēnn.","華 他身體很虛弱,動不動就生病。"
70,十六醫療健康,10,囡仔出癖的時陣愛予伊加歇睏。,Gín-á tshut-phiah ê sî-tsūn ài hōo i ke hioh-khùn.,華 小孩子出痲疹的時候要讓他多休息。
70,十六醫療健康,11,"我小可仔烘烘,可能欲感冒矣。","Guá sió-khuá-á hang-hang, khó-lîng beh kám-mōo--ah.","華 我有點發燒,可能快要感冒了。"
70,十六醫療健康,12,醫生講伊這个病會好也袂斷根。,I-sing kóng i tsit ê pēnn ē hó iā bē tn̄g-kin.,華 醫生說他這個病就算會好也不能根治。
70,十六醫療健康,13,"伊的確是去寒著,今仔日才無來。","I tik-khak sī khì kuânn--tioh, kin-á-jit tsiah bô lâi.","華 他一定是感冒了,所以今天才沒有來。"
70,十六醫療健康,14,"這藥仔抹落去,真緊就會退癀矣。","Tse ioh-á buah--loh-khì, tsin kín tō ē thè-hông--ah.","華 這藥擦下去,很快就會消炎消腫了。"
