Iah,Tsiunn,Ho,Hanji,Lomaji,Huagi
38,八生活娛樂,6,彼間冊店的冊真濟。,Hit king tsheh-tiàm ê tsheh tsin tsē.,華 那間書店的書很多。
38,八生活娛樂,7,伊計畫明年欲出國。,I kè-uē mê-nî beh tshut-kok.,華 他計畫明年要出國。
39,,8,這搭有一个大商場。,Tsit-tah ū tsit ê tuā siong-tiûnn.,華 這裡有一個大商場。
39,,9,這條歌你會曉唱無?,Tsit tiâu kua lí ē-hiáu tshiùnn--bô?,華 這首歌你會不會唱?
39,,10,好天的時阮欲來去山。,Hó-thinn ê sî guán beh lâi-khì peh-suann.,華 天氣好的時候我們要去爬山。
39,,11,這齣電影我若像捌看過。,Tsit tshut tiān-iánn guá ná-tshiūnn bat khuànn--kuè.,華 我好像看過這部電影。
39,,12,囡仔人愛耍𨑨迌物仔。,Gín-á-lâng ài sńg tshit-thô-mih-á.,華 小孩子喜歡玩玩具。
39,,13,是你欲出國抑是伊欲出國?,Sī lí beh tshut-kok iah-sī i beh tshut-kok?,華 是你要出國還是他要出國?
39,,14,這間電影院的設備真周全。,Tsit king tiān-iánn-īnn ê siat-pī tsin tsiu-tsuân.,華 這間電影院的設備很完善。
40,八生活娛樂,15,"逐个佇遐排隊,是為著欲買票。","Tak ê tī hia pâi-tuī, sī uī-tioh beh bé phiò.","華 每個人在那裡排隊,是為了要買票。"
40,八生活娛樂,16,"伊差一點仔就著獎矣,有夠無彩。","I tsha tsit-tiám-á tō tioh-tsióng--ah, ū-kàu bô-tshái.","華 他差一點就中獎了,實在可惜。"
40,八生活娛樂,17,這款貴參參的物件你也買會落去!,Tsit khuán kuì-som-som ê mih-kiānn lí iā bé ē loh--khì!,華 這種這麼昂貴的東西你也買得下手!
40,八生活娛樂,18,"日月潭的景色袂䆀,有閒咱來去行行咧。","Jit-guat-thâm ê kíng-sik bē-bái, ū-îng lán lâi-khì kiânn-kiânn--leh.","華 日月潭的風景不錯,有空我們去走一走。"
41,,1,伊誠𠢕。,I tsiânn gâu.,華 他很能幹。
41,,2,你著行正途。,Lí tioh kiânn tsìng-tôo.,華 你要做正當的行業。
41,,3,我頂伊的缺。,Guá tíng i ê khueh.,華 我頂他的缺。
41,,4,伊的工夫袂䆀。,I ê kang-hu bē-bái.,華 他的技術不錯。
41,,5,逐家來鬥卸貨。,Tak-ke lâi tàu sià-huè.,華 大家一起來把貨物卸下來
41,,6,物件賣甲空空。,Mih-kiānn bē kah khang-khang.,華 東西賣光光。
41,,7,伊是做塗水的。,I sī tsò-thôo-tsuí--ê.,華 他是個泥水匠。
42,九行業生產,8,頭家真器重伊。,Thâu-ke tsin khì-tiōng--i.,華 老闆很看重他。
42,九行業生產,9,伊事業做了袂䆀。,I sū-giap tsò liáu bē-bái.,華 他的企業經營很成功。
42,九行業生產,10,生理做了有起色。,Sing-lí tsò liáu ū khí-sik.,華 生意好轉了。
42,九行業生產,11,代誌就按呢進行。,Tāi-tsì tō án-ne tsìn-hîng.,華 事情就這樣子進行。
42,九行業生產,12,兩年間伊攏全勤。,Nn̄g nî kan i lóng tsuân-khîn.,華 兩年間他從不缺席。
42,九行業生產,13,這件代誌會做得。,Tsit kiānn tāi-tsì ē-tsò--tit.,華 這件事情可行。
42,九行業生產,14,伊佇生理場誠有名。,I tī sing-lí-tiûnn tsiânn ū-miâ.,華 他在商場上很有名氣。
43,,15,憲兵行路真有精神。,Hiàn-ping kiânn-lōo tsin ū tsing-sîn.,華 憲兵走路很有精神。
43,,16,阮阿媽提豆粕去飼豬。,Guán a-má theh tāu-phoh khì tshī ti.,華 我祖母拿了榨油後剩下的豆渣去餵豬。
43,,17,伊是咧拍拳賣膏藥的。,I sī teh phah-kûn bē koo-ioh--ê.,華 他是打拳賣藥的人。
43,,18,你這間厝設計了真媠。,Lí tsit king tshù siat-kè liáu tsin suí.,華 你這間房子設計得真美。
43,,19,你這馬咧做啥物穡頭?,Lí tsit-má teh tsò siánn-mih sit-thâu?,華 你現在在做什麼工作?
43,,20,伊較早是真出名的明星。,I khah-tsá sī tsin tshut-miâ ê bîng-tshenn.,華 他以前是很有名的明星。
43,,21,阿三仔是咧做廚子的。,In A-sam--á sī teh tsò tôo-tsí--ê.,華 他們阿三是廚師。
44,九行業生產,22,你是教佗一科的?我教物理。,Lí sī kà tó tsit kho--ê? Guá kà but lí.,華 你是教哪一科的?我教物理。
44,九行業生產,23,"你生理欲做,衛生嘛愛講究。","Lí sing-lí beh tsò, uē-sing mā ài káng-kiù.","華 你生意要做,衛生也得講究。"
44,九行業生產,24,𪜶規家伙仔靠拋網掠魚過日子。,In kui-ke-hué-á khò pha bāng liah hî kuè jit-tsí.,華 他們一家人靠撒網捕魚過日子。
44,九行業生產,25,"作穡人攏愛靠天公伯仔,才有通食穿。","Tsoh-sit-lâng lóng ài khò thinn-kong-peh--á, tsiah ū thang tsiah-tshīng.","華 務農的人都要靠老天爺,才有得吃穿。"
44,九行業生產,26,"用心拍拚做生理,久來就會趁大錢。","Iōng-sim phah-piànn tsò-sing-lí, kú--lâi tō ē thàn tuā tsînn.","華 用心努力做生意,時間久了就會賺大錢。"
45,,1,伊漢草真好。,I hàn-tsháu tsin hó.,華 他體格很好。
45,,2,伊生做較幼骨。,I senn-tsò khah iù-kut.,華 他生來身材就比較瘦小。
45,,3,伊的頭真大粒。,I ê thâu tsin tuā liap.,華 他的頭好大。
45,,4,你莫定定挖肚臍。,Lí mài tiānn-tiānn óo tōo-tsâi.,華 你不要常常挖肚臍眼。
45,,5,我寒甲起雞母皮。,Guá kuânn kah khí-ke-bó-phuê.,華 我冷得起雞皮疙瘩。
45,,6,𤶃仔發甲規面。,Thiāu-á puh kah kui bīn.,華 長了滿臉的青春痘。
45,,7,腹肚脹甲遮大个。,Pak-tóo tiùnn kah tsiah tuā ê.,華 肚子脹得這麼大。
46,十品行樣貌,8,阿美的目睭真大蕊。,A-bí ê bak-tsiu tsin tuā luí.,華 小美的眼睛很大。
46,十品行樣貌,9,頭毛無捋會聳聳。,Thâu-mn̂g bô luah ē tshàng-tshàng.,華 頭髮沒梳會有點亂。
46,十品行樣貌,10,彼个人按怎叫都叫袂振動。,Hit ê lâng án-tsuánn kiò to kiò bē tín-tāng.,華 那個人怎麼叫都叫不動。
46,十品行樣貌,11,伊的體格袂輸運動員咧。,I ê thé-keh bē-su ūn-tōng-uân leh.,華 他的體格像個運動員。
46,十品行樣貌,12,"伊曝甲烏趖趖,若親像烏人咧。","I phak kah oo-sô-sô, ná-tshin-tshiūnn oo-lâng--leh.","華 他曬得那麼黑,簡直就像個黑人。"
46,十品行樣貌,13,伊那來那媠。,I ná lâi ná suí.,華 她愈來愈漂亮。
46,十品行樣貌,14,規領衫皺襞襞。,Kui niá sann jiâu-phé-phé.,華 整件衣服皺巴巴的。
47,,15,伊是一个大美人。,I sī tsit ê tuā bí-jîn.,華 她是一個大美人。
47,,16,有穿內衫較會欶汗。,Ū tshīng lāi-sann khah ē suh-kuānn.,華 穿內衣比較吸汗。
47,,17,阮先生生做真緣投。,Guán sian-sinn senn-tsò tsin iân-tâu.,華 我們的老師長得很帥。
47,,18,這領衫穿起來傷縛。,Tsit niá sann tshīng--khí-lâi siunn pak.,華 這件衣服穿起來太緊了。
47,,19,你看起來是遮爾仔媠。,Lí khuànn--khí-lâi sī tsiah-nī-á suí.,華 妳看起來是這麼的漂亮。
47,,20,我這領衫的內裡破去矣。,Guá tsit niá sann ê lāi-lí phuà--khì--ah.,華 我這件衣服的內裡破掉了。
47,,21,這領衫的線路車了有媠。,Tsit niá sann ê suànn-lōo tshia liáu ū suí.,華 這件衣服的線條車得很漂亮。
48,十品行樣貌,22,"褲跤放放咧,褲才袂傷短。","Khòo-kha pàng-pàng--leh, khòo tsiah bē siunn té.","華 褲管口放一放,這樣褲子才不會太短。"
48,十品行樣貌,23,"天氣遮寒,你哪會閣穿短䘼的?","Thinn-khì tsiah kuânn, lí ná ē koh tshīng té-ńg--ê?","華 天氣這麼冷,你怎麼還穿短袖?"
48,十品行樣貌,24,伊真有孝。,I tsin iú-hàu.,華 他很孝順。
48,十品行樣貌,25,伊真好鬥陣。,I tsin hó tàu-tīn.,華 他很好相處。
48,十品行樣貌,26,你毋通害人。,Lí m̄-thang hāi--lâng.,華 你不要害人。
48,十品行樣貌,27,伊的成績袂䆀。,I ê sîng-tsik bē-bái.,華 他的成績不錯。
48,十品行樣貌,28,伊看起來真落魄。,I khuànn--khí-lâi tsin lok-phik.,華 他看起來很失意。
49,,29,這个頭家猶真少年。,Tsit ê thâu-ke iáu tsin siàu-liân.,華 這個老闆還很年輕。
49,,30,逐家對伊的印象真好。,Tak-ke tuì i ê ìn-siōng tsin hó.,華 大家對他的印象很好。
49,,31,伊的孝心予人真感動。,I ê hàu-sim hōo lâng tsin kám-tōng.,華 他的孝心讓人很感動。
49,,32,伊是一个真樂觀的人。,I sī tsit ê tsin lok-kuan ê lâng.,華 他是一個很樂觀的人。
49,,33,"伊咧騙你,你毋通中計。","I teh phiàn--lí, lí m̄-thang tiòng-kè.","華 他在騙你,你不要落入圈套。"
49,,34,"伊講過的話,一定會記得。","I kóng--kuè ê uē, it-tīng ē-kì--tit.",華 他說過的話一定會記得。
49,,35,"伊做代誌認真,風評袂䆀。","I tsò tāi-tsì jīn-tsin, hong-phîng bē-bái.","華 他做事認真,頗獲好評。"
50,十品行樣貌,36,你哪會食甲規个面花巴哩貓?,Lí ná ē tsiah kah kui ê bīn hue-pa-li-niau?,華 你怎麼吃得滿臉都是?
50,十品行樣貌,37,伊做無三月日就予人辭頭路。,I tsò bô sann gueh-jit tō hōo lâng sî-thâu-lōo.,華 他做不到三個月就被人開除。
50,十品行樣貌,38,"做人若知足,日子就會較好過。","Tsò-lâng nā ti-tsiok, jit-tsí tō ē khah hó kuè.","華 做人如果能夠知足,日子就會比較好過。"
50,十品行樣貌,39,"𪜶兩个是雙生仔,毋才生做一模一樣。","In nn̄g ê sī siang-senn-á, m̄-tsiah senn-tsò it-bôo-it-iūnn.","華 他們兩個是雙胞胎,才會長得一模一樣。"
50,十品行樣貌,40,"彼个貧惰骨,日頭曝尻川矣閣毋起來。","Hit ê pîn-tuānn-kut, jit-thâu phak kha-tshng--ah koh m̄ khí--lâi.","華 那個懶惰蟲,太陽曬屁股了還不起床。"
51,,1,惡人無膽。,Ok-lâng bô-tánn.,華 越是窮兇極惡的人膽量越小。
51,,2,勤儉才有底。,Khîn-khiām tsiah ū-té.,華 勤儉才牢靠。
51,,3,想著就愛笑。,Siūnn-tioh tō ài tshiò.,華 一想到就覺得想笑。
51,,4,暗路毋通行。,Àm-lōo m̄-thang kiânn.,華 勸人不可步入歧途。
51,,5,我穩贏的啦!,Guá ún iânn--ê--lah!,華 我一定會贏的啦!
51,,6,我後擺毋敢矣!,Guá āu-pái m̄ kánn--ah!,華 我下次不敢了!
51,,7,按呢做較省事。,Án-ne tsò khah síng-sū.,華 這樣子做比較省事。
52,十一思想行為,8,你恬恬莫講話。,Lí tiām-tiām mài kóng-uē.,華 你安靜不要說話。
52,十一思想行為,9,你按呢傷譀啦!,Lí án-ne siunn hàm--lah!,華 你這樣太誇張啦!
52,十一思想行為,10,你話毋通烏白講。,Lí uē m̄-thang oo-peh-kóng.,華 你話不要胡說。
52,十一思想行為,11,做人毋通傷自私。,Tsò-lâng m̄-thang siunn tsū-su.,華 做人不要太自私。
52,十一思想行為,12,伊的思想真特別。,I ê su-sióng tsin tik-piat.,華 他的想法很特別。
52,十一思想行為,13,你寬寬仔來就好。,Lí khuann-khuann-á lâi tō hó.,華 你慢慢來就好。
52,十一思想行為,14,"我無膽,毋敢去。","Guá bô-tánn, m̄-kánn khì.","華 我沒膽量,不敢去。"
53,,15,你想的比我較周至。,Lí siūnn--ê pí guá khah tsiu-tsì.,華 你想得比我還周到。
53,,16,的確的代誌才通講。,Tik-khak ê tāi-tsì tsiah thang kóng.,華 確定的事情才可以說。
53,,17,早若知我就毋來矣。,Tsá nā tsai guá tō m̄ lâi--ah.,華 早知道我就不來了。
53,,18,毋知伊到底咧想啥。,M̄-tsai i tàu-té teh siūnn siánn .,華 不知道他到底在想什麼。
53,,19,想予斟酌才做決定。,Siūnn hōo tsim-tsiok tsiah tsò kuat-tīng.,華 想清楚再做決定。
53,,20,萬項代著愛照步來。,Bān-hāng tāi tioh-ài tsiàu-pōo-lâi.,華 一切事項應該要按部就班地處理。
53,,21,少年人愛較有志氣咧。,Siàu-liân-lâng ài khah ū tsì-khì--leh.,華 年輕人要有志氣一點。
54,十一思想行為,22,這項代誌我嘛無法度。,Tsit hāng tāi-tsì guá mā bô huat-tōo.,華 這件事我也沒有辦法。
54,十一思想行為,23,莫佇後壁講人的歹話。,Mài tī āu-piah kóng lâng ê pháinn-uē.,華 不要在背後說人家的壞話。
54,十一思想行為,24,這件代誌你莫捒予我。,Tsit kiānn tāi-tsì lí mài sak hōo--guá.,華 這件事情你不要推拖給我。
54,十一思想行為,25,我想欲親身共你說謝。,Guá siūnn-beh tshin-sin kā lí sueh-siā.,華 我想親自向你道謝。
54,十一思想行為,26,"先規劃予好,才來執行。","Sing kui-uē hōo hó, tsiah lâi tsip-hîng.","華 先規劃好,再來執行。"
54,十一思想行為,27,咱做代誌就愛較頂真咧!,Lán tsò tāi-tsì tō ài khah tíng-tsin--leh!,華 我們做事情要多認真細心點!
54,十一思想行為,28,"伊是來亂的,咱莫管伊。","I sī lâi luān--ê, lán mài kuán--i.","華 他是來搗蛋的,我們別管他。"
55,,29,"咱愛認真拍拚,才會有出脫。","Lán ài jīn-tsin phah-piànn, tsiah ū tshut-thuat.","華 我們要認真努力,才會有出息。"
55,,30,"總有一工,我一定會成功。","Tsóng-ū tsit kang, guá it-tīng ē sîng-kong.","華 總有一天,我一定會成功。"
55,,31,"伊真有風度,共對頭恭喜。","I tsin ū hong-tōo, kā tuì-thâu kiong-hí.","華 他很有風度,向對手道賀。"
55,,32,細漢囡仔暗時難免會泄尿。,Sè-hàn gín-á àm-sî lân-bián ē tshuā-jiō.,華 小孩子晚上難免會尿床。
55,,33,"你莫烏白唬,我無遐好騙。","Lí mài oo-peh hóo, guá bô hiah hó phiàn.","華 你別亂唬人,我沒這麼好騙。"
55,,34,"若是肯奮鬥,一定會出頭。","Nā-sī khíng hùn-tàu, it-tīng ē tshut-thâu.","華 如果肯奮鬥,一定會出頭。"
55,,35,這件代誌欲按怎做據在你。,Tsit kiānn tāi-tsì beh án-tsuánn tsò kì-tsāi--lí.,華 這件事情要怎樣處理任由你決定。
56,十一思想行為,36,逐个人攏誠佮意古錐的動物。,Tak ê lâng lóng tsiânn kah-ì kóo-tsui ê tōng-but.,華 每個人都很喜歡可愛的動物。
56,十一思想行為,37,無定著彼件代誌就是伊做的。,Bô-tiānn-tioh hit kiānn tāi-tsì tō sī i tsò--ê.,華 說不定那件事就是他做的。
56,十一思想行為,38,伊今仔日的表現有淡薄仔失常。,I kin-á-jit ê piáu-hiān ū tām-poh-á sit-siông.,華 他今天的表現有點失常。
56,十一思想行為,39,"伊著第一名了後,變甲足臭屁。","I tioh tē-it miâ liáu-āu, piàn kah tsiok tshàu-phuì.","華 他得了第一名後,變得很臭屁。"
56,十一思想行為,40,"是按怎好好人毋做,欲去學歹?","Sī án-tsuánn hó-hó-á-lâng m̄ tsò, beh khì oh pháinn?","華 為什麼不好好做個有用的人,要去學做壞事?"
56,十一思想行為,41,"逐家講笑爾爾,你莫遐爾嚴肅啦!","Tak-ke kóng-tshiò niā-niā, lí mài hiah-nī giâm-siok--lah!","華 大家說笑而已,你不要那麼嚴肅啦!"
56,十一思想行為,42,"伊違反規定,去予主辦單位除名矣。","I uî-huán kui-tīng, khì hōo tsú-pān tan-uī tû-miâ--ah.","華 他違反規定,被主辦單位取消資格了。"
57,,43,"阿母氣甲袂講話,干焦直直捶心肝。","A-bú khì kah bē kóng-uē, kan-na tit-tit tuî sim-kuann.","華 媽媽氣得說不出話來,只是一直捶打自已的胸膛。"
57,,44,"序細若有孝,序大人就會感覺較安慰。","Sī-sè nā iú-hàu, sī-tuā-lâng tō ē kám-kak khah an-uì.","華 晚輩若懂得孝順,做長輩的也會覺得比較欣慰。"
57,,45,"明明知影會輸,猶原堅持到最後。","Bîng-bîng tsai-iánn ē su, in iu-guân kian-tshî kàu tsuè-āu.","華 明明知道會輸,他們仍然堅持到最後。"
57,,46,你莫閣佇遐咧眠夢矣。,Lí mài koh tī hia teh bîn-bāng--ah.,華 你不要在那裡做夢了。
58,十二時間空間,1,天欲光矣。,Thinn beh kng--ah.,華 天要亮了。
58,十二時間空間,2,遮是佗位?,Tsia sī tó-uī?,華 這是哪裡?
58,十二時間空間,3,這條山路真狹。,Tsit tiâu suann-lōo tsin eh.,華 這條山路很狹小。
58,十二時間空間,4,我等你規半晡矣。,Guá tán lí kui puànn-poo--ah.,華 我等你老半天了。
58,十二時間空間,5,伊坐佇我的倒手爿。,I tsē tī guá ê tò-tshiú-pîng.,華 他坐在我的左邊。
58,十二時間空間,6,今年是一个好年冬。,Kin-nî sī tsit ê hó-nî-tang.,華 今年是個豐收的年頭。
58,十二時間空間,7,這條路斜對東爿去。,Tsit tiâu lōo tshuah tuì tang-pîng--khì.,華 這條路歪向東邊。
59,,8,伊幾若工無看見影。,I kuí-nā kang bô khuànn-kìnn iánn.,華 他好幾天不見蹤影。
59,,9,阮下晡佇學校相拄搪。,Guán ē-poo tī hak-hāu sio tú-tn̄g.,華 我們下午在學校相遇。
59,,10,"閣毋起來,你會袂赴。","Koh m̄--khí-lâi, lí ē bē-hù.","華 再不起床,你會來不及。"
59,,11,伊常在去美國𨑨迌。,I tshiâng-tsāi khì Bí-kok tshit-thô.,華 他常常到美國遊玩。
59,,12,"七早八早,你就想欲歇睏?","Tshit-tsá-peh-tsá, lí tō siūnn-beh hioh-khùn?","華 時間還早,你就想休息?"
59,,13,"代誌都過去矣,莫閣提起矣。","Tāi-tsì to kuè--khì-ah, mài koh theh-khí--ah.","華 事情都過去了,別再提起了。"
59,,14,"你寒天出門毋穿外套,較加嘛會感冒。","Lí kuânn-thinn tshut-mn̂g m̄ tshīng guā-thò, khah-ke mā ē kám-mōo.","華 你冬天出門不穿外套,難怪會感冒。"
60,十三動物植物,1,雞仔咯咯叫。,Ke-á kok-kok-kiò.,華 雞咕咕叫。
60,十三動物植物,2,花已經蔫去矣!,Hue í-king lian--khì-ah!,華 花已經枯萎了!
60,十三動物植物,3,遮的花愛沃水。,Tsia-ê hue ài ak-tsuí.,華 這些花要澆水。
60,十三動物植物,4,彼欉花結子矣。,Hit tsâng hue kiat-tsí--ah.,華 那棵花樹結子了。
60,十三動物植物,5,這尾魚猶閣活咧!,Tsit bué hî iáu-koh uah--leh!,華 這條魚還活著呢!
60,十三動物植物,6,樹頭有一隻粉鳥。,Tshiū-thâu ū tsit tsiah hún-tsiáu.,華 樹枝上有一隻鴿子。
60,十三動物植物,7,貓仔上佮意臭臊的。,Niau-á siōng kah-ì tshàu-tsho--ê.,華 貓最喜歡有腥味的東西。
61,,8,樹仔予風吹甲東倒西歪。,Tshiū-á hōo hong tshue kah tang-tó-sai-uai.,華 樹木被風吹得東倒西歪。
61,,9,"彼隻貓仔的爪仔真利,毋通去予伊抓著。","Hit tsiah niau-á ê jiáu-á tsin lāi, m̄-thang khì hōo i jiàu--tioh.","華 那隻貓的爪子很銳利,不要被他抓到。"
62,十四教育文化,1,功課寫好矣。,Kong-khò siá hó--ah.,華 功課寫完了。
62,十四教育文化,2,咱攏來讀冊。,Lán lóng lâi thak-tsheh.,華 我們都來讀書。
62,十四教育文化,3,伊以早咧教冊。,I í-tsá teh kà-tsheh.,華 他從前在教書。
62,十四教育文化,4,伊規心欲考大學。,I kui-sim beh khó tāi-hak.,華 他一心想要考上大學。
62,十四教育文化,5,金錢毋是萬能的。,Kim-tsînn m̄ sī bān-lîng--ê.,華 金錢不是萬能。
62,十四教育文化,6,阮囝嘛咧欲歇寒矣。,Guán kiánn mā teh-beh hioh-kuânn--ah.,華 我兒子也快要放寒假了。
62,十四教育文化,7,腹肚內無半點墨水。,Pak-tóo-lāi bô puànn tiám bak-tsuí.,華 肚子裡沒半點墨水。比喻沒有學問。
63,,8,共烏枋的字拭拭咧。,Kā oo-pang ê jī tshit-tshit--leh.,華 把黑板的字擦掉。
63,,9,伊規禮拜攏無去學校。,I kui lé-pài lóng bô khì hak-hāu.,華 他整個星期都沒去學校。
63,,10,"叫伊讀冊,伊也無心情。","Kiò i thak-tsheh, i iā bô sim-tsîng.","華 叫他讀書,他也沒有那種心情。"
63,,11,拄著考試逐家攏真緊張。,Tú-tioh khó-tshì tak-ke lóng tsin kín-tiunn.,華 遇到考試大家都很緊張。
63,,12,"手洗洗咧,好來拜公媽矣。","Tshiú sé-sé--leh, hó lâi pài kong-má--ah.","華 手洗一洗,可以來祭拜祖先了。"
63,,13,去音樂館聽歌的滋味袂䆀。,Khì im-gak-kuán thiann kua ê tsu-bī bē-bái.,華 去音樂館聽歌的感覺不錯。
63,,14,你袂曉寫的題目就先勾起來。,Lí bē-hiáu siá ê tê-bok tō sing kau--khí-lâi.,華 你不會寫的題目先打勾作記號。
64,十四教育文化,15,"伊誠愛畫圖,所以作品袂少。","I tsiânn ài uē-tôo, sóo-í tsok-phín bē tsió.","華 他很喜歡畫圖,所以作品不少。"
64,十四教育文化,16,恁後生今年考著佗一間大學?,Lín hāu-senn kin-nî khó-tioh tó tsit king tāi-hak?,華 你兒子今年考上哪一所大學?
64,十四教育文化,17,阮的圖書館有真濟藝文活動。,Guán ê tôo-su-kuán ū tsin tsē gē-bûn uah-tāng.,華 我們的圖書館有很多藝文活動。
64,十四教育文化,18,你這改的成績有淡薄仔退步。,Lí tsit-kái ê sîng-tsik ū tām-poh-á thè-pōo.,華 你這次的成績有點退步。
64,十四教育文化,19,"年底欲到矣,咱愛準備過年矣。","Nî-té beh kàu--ah, lán ài tsún-pī kuè-nî--ah.","華 年終將至,我們要準備過年了。"
64,十四教育文化,20,"伊佇房間溫習功課,莫共伊吵。","I tī pâng-king un-sip kong-khò, mài kā i tshá.","華 他在房間複習功課,不要吵他。"
64,十四教育文化,21,今仔日的代誌上好莫拖到明仔載。,Kin-á-jit ê tāi-tsì siōng hó mài thua kàu bîn-á-tsài.,華 今天的事情最好不要拖到明天。
65,,22,"這本冊的內容真淺,囡仔人嘛看有。","Tsit pún tsheh ê luē-iông tsin tshián, gín-á-lâng mā khuànn-ū.","華 這本書的內容淺顯易懂,小孩子也看得懂。"
66,十五經濟用度,1,𪜶兜真散赤。,In tau tsin sàn-tshiah.,華 他家很窮。
66,十五經濟用度,2,算看偌濟錢。,Sǹg khuànn guā-tsē tsînn.,華 算算看多少錢。
66,十五經濟用度,3,錢有夠用就好。,Tsînn ū-kàu īng tō hó.,華 錢夠用就好。
66,十五經濟用度,4,我的口座猶閣有存款。,Guá ê kháu-tsō iáu-koh ū tsûn-khuán.,華 我的戶頭裡還有存款。
66,十五經濟用度,5,你敢有零星通好找我?,Lí kám ū lân-san thang-hó tsāu--guá?,華 你有沒有零錢可以找我?
66,十五經濟用度,6,我下晡會共錢匯入去你的戶頭。,Guá ē-poo ē kā tsînn huē jip-khì lí ê hōo-thâu.,華 我下午會把錢匯進你的戶頭。
66,十五經濟用度,7,"你若欲報數,就愛會記得討收據。","Lí nā beh pò-siàu, tō ài ē-kì-tit thó siu-kì.","華 你如果要報帳,就要記得索取收據。"
67,,8,"我欲出運矣,這馬開始欲趁大錢囉!","Guá beh tshut-ūn--ah, tsit-má khai-sí beh thàn tuā tsînn--looh!","華 我要走運了,現在開始賺錢囉!"
68,十六醫療健康,1,伊真淺眠。,I tsin tshián-bîn.,華 他睡覺時很容易醒來。
68,十六醫療健康,2,食甲老老老。,Tsiah kah lāu-lāu-lāu.,華 活到長命百歲。
68,十六醫療健康,3,腹肚脹起來。,Pak-tóo tiòng--khí-lâi.,華 肚子脹起來。
68,十六醫療健康,4,伊喘氣喘袂過。,I tshuán-khuì tshuán bē kuè.,華 他喘不過氣。
68,十六醫療健康,5,伊真𠢕破病。,I tsin gâu phuà-pēnn.,華 他常常生病。
68,十六醫療健康,6,食藥仔愛配滾水。,Tsiah ioh-á ài phuè kún-tsuí.,華 吃藥要配開水。
68,十六醫療健康,7,食薰對身體無好。,Tsiah-hun tuì sin-thé bô hó.,華 抽菸對身體不好。
69,,8,伊看起來真𤺪。,I khuànn--khí-lâi tsin siān.,華 他看起來很疲倦。
69,,9,你無代無誌哪會腹肚疼?,Lí bô-tāi-bô-tsì ná ē pak-tóo thiànn?,華 你無緣無故怎麼會肚子痛?
69,,10,"伊身體欠安,才會無來上班。","I sin-thé khiàm-an, tsiah ē bô lâi siōng-pan.","華 他因為身體不舒服,所以沒有到班。"
69,,11,"伊有帶病,面色才會遐歹看。","I ū tài-pēnn, bīn-sik tsiah ē hiah pháinn-khuànn.","華 他患病,臉色才會那麼難看。"
69,,12,"人若是無爽快,愛去予先生看。","Lâng nā-sī bô sóng-khuài, ài khì hōo sian-sinn khuànn.","華 人要是不舒服,要去給醫生看。"
69,,13,"你佗位無爽快,哪會咧流凊汗?","Lí tó-uī bô sóng-khuài, ná ē teh lâu tshìn-kuānn?","華 你哪裡不舒服,怎麼會冒冷汗?"
69,,14,"我予滾水燙一下膨疱,足疼的。","Guá hōo kún-tsuí thǹg tsit-ē phòng-phā, tsiok thiànn--ê.","華 我被開水燙得起水泡,好痛喔。"
70,十六醫療健康,15,"昨暗聽伊嗽規暝,我實在真毋甘。","Tsa-àm thiann i sàu kui mê, guá sit-tsāi tsin m̄-kam.","華 昨天聽他咳嗽一整夜,我實在很心疼。"
70,十六醫療健康,16,"你按呢呿呿嗽,哪會無愛去予先生看?","Lí án-ne khuh-khuh-sàu, ná ē bô ài khì hōo sian-sinn khuànn?","華 你這樣咳個不停,怎麼不去給醫生看?"
70,十六醫療健康,17,"伊騎車跋倒,所以跤頭趺有一个空喙。","I khiâ tshia puah-tó, sóo-í kha-thâu-u ū tsit ê khang-tshuì.","華 他騎車跌倒,所以膝蓋有一個傷口。"
